,Castaway,Date,Book,Luxury,Song1,Song2,Song3,Song4,Song5,Song6,Song7,Song8,Artist1,Artist2,Artist3,Artist4,Artist5,Artist6,Artist7,Artist8,Album1,Album2,Album3,Album4,Album5,Album6,Album7,Album8,Short desc,Bio,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,Favourite,Error,Url
0,Francis Chichester,Mon 23 Oct 1961,,,Johann Strauss II - Treasure Waltz,Blue Room,Singin' in the Rain,Dojoji,Orpheus in the Underworld,Swan Lake: Act IV,Some Enchanted Evening,Piano Concerto no. 5 in E flat Op.73 (Emperor) (feat. Juanjo Mena & BBC Philharmonic),Johann Strauss II,Bruce Trent,Ukelele Ike & Cliff Edwards,Azuma Kabuki Musicians,Jacques Offenbach,Pyotr Ilyich Tchaikovsky,Ezio Pinza,"Ashley Wass, Ludwig van Beethoven, BBC Philharmonic & Juanjo Mena",None,None,None,None,None,None,None,None,"
Roy Plomley's castaway is yachtsman Francis Chichester.
", ,8255db36-4902-4cf6-8612-0f2b4288bc9a,914b21b3-a7c6-4a89-ad00-a0cc50cf14a6,,,27bc8cf5-72e1-4888-87de-259fbcaac3ff,9ddd7abc-9e1b-471d-8031-583bc6bc8be9,87687552-0626-4338-9c42-214fc232cc25,06500ad2-62c0-4be0-8eb3-d1bd99768549, ,0,"https://www.bbc.co.uk/programmes/p009y6d7
"
0,Francis Durbridge,Mon 8 Jul 1968,Plays and Prefaces - George Bernard Shaw,Still Life with Oriental Rug by Henri Matisse,Cabaret,"Nocturne in B flat minor, Op.9 no.1 (feat. Peter Katin)",Do I Hear a Waltz?,Piano Concerto no. 5 in E flat Op.73 (Emperor) (feat. Juanjo Mena & BBC Philharmonic),Manhattan,Scheherzade,Nina (from Sigh No More),Ilona,Jill Haworth & Harold Hastings Orchestra,Fryderyk Chopin & Peter Katin,Sammy Davis Jr.,"Ashley Wass, Ludwig van Beethoven, BBC Philharmonic & Juanjo Mena",Mickey Rooney,Nikolai Rimsky-Korsakov,Noël Coward,Jack Cassidy,None,None,None,None,None,None,None,None,"
Roy Plomley's castaway is thriller writer Francis Durbridge.
Favourite track: Piano Concerto No 5 in E Flat Major (Opus 73) by Ludwig van BeethovenBook: Plays and Prefaces by George Bernard ShawLuxury: Still Life with Oriental Rug by Henri Matisse
", ,,09ff1fe8-d61c-4b98-bb82-18487c74d7b7,4bc9e8c3-7eae-454f-a56c-bccf96f3926b,06500ad2-62c0-4be0-8eb3-d1bd99768549,d4087c75-0bed-4882-8c16-50d9fcdc19e1,4cfe7051-f649-4d07-83b3-7a732abe7249,6aa4bb26-36f8-4a96-8328-4810a4e9a617,8800d50e-3bc4-4304-8c86-2fd634dd0122, ,0,"https://www.bbc.co.uk/programmes/p009y1t4
"
0,Franco Zeffirelli,Fri 23 May 2003,Inferno - Dante Alighieri,A hammock from Hermes,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco)","Piano Concerto No 1 in B flat minor, Op 23 (2nd mvt) (feat. Royal Philharmonic Orchestra & Charles Dutoit)",I'll Walk Alone,La ci darem il mano (Don Giovanni),America,Les tringles des sistres (Gypsy Song) (from Carmen),Casta Diva from Norma,Yesterday,Giuseppe Verdi,"Martha Argerich, Пётр Ильич Чайковский, Royal Philharmonic Orchestra & Charles Dutoit",Bing Crosby,Wolfgang Amadeus Mozart,Tatiana Troyanos,Georges Bizet,Vincenzo Bellini,The Beatles,Opera Choruses. ,Tchaikovsky: Piano Concerto No.1. ,Bing Crosby with Judy Garland & Al Holso. ,Don Giovanni. ,West Side Story. ,Carmen. ,Norma Highlights. ,Help!. ,"
Sue Lawley's castaway is director Franco Zeffirelli.

Show more

", ,f1bedf1f-4445-4651-9c35-f4a3f3860a13,3bb8b89e-5700-4d7a-aa0b-d48f8706831d,2437980f-513a-44fc-80f1-b90d9d7fcf8f,b972f589-fb0e-474e-b64a-803b0364fa75,2b2b45ef-c62c-4aee-bea1-823c9784f403,9bd20e6a-b41d-4983-a5b6-c0ff849fa235,6f5bfd20-84cc-4879-8a40-05631ad576c7,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d, ,0,"https://www.bbc.co.uk/programmes/p00937hm
"
0,Franco Zeffirelli,Tue 10 Jan 1978,War and Peace - Leo Tolstoy,Perfume,Les tringles des sistres (Gypsy Song) (from Carmen),"Symphony no. 9 (Op.125) in D minor ""Choral""",Lucia di Lammermoor,Only You (And You Alone),Once more unto the breach (from Henry V),Salve Regina,Let's Twist Again,The Barber of Seville (Overture),Georges Bizet,Ludwig van Beethoven,Gaetano Donizetti,The Platters,William Shakespeare,Monks of the Abbey of St Pierre de Solesmes,Chubby Checker,"The Chamber Orchestra of Europe, Gioachino Rossini & Claudio Abbado",None,None,None,None,None,None,None,None,"
Roy Plomley's castaway is film director Franco Zeffirelli.
Favourite track: Les Tringles Des Sistres by Georges BizetBook: War and Peace by Leo TolstoyLuxury: Perfume
", ,9bd20e6a-b41d-4983-a5b6-c0ff849fa235,1f9df192-a621-4f54-8850-2c5373b7eac9,b8ecf204-6be8-4041-ab11-6d9971ea2711,3fb55c03-3ad9-4341-8d0b-7c4c49aefca0,a4ba11db-ae2b-4ec3-9084-2136db11acfa,,920febb2-ea05-4339-8a08-17294e60c736,846be3c9-5f94-46ab-97b9-531335dd3658, ,0,"https://www.bbc.co.uk/programmes/p009mz3n
"
0,Frank Bough,Fri 1 May 1987,Barclays World of Cricket - Jim Swanton,Contact lenses,Twist and Shout,La delaïssádo (from Songs of the Auvergne),Africa,It Was A Very Good Year,Symphony no. 6 in F major  Op.68 (Pastoral) (feat. Frans Brüggen),Shine On You Crazy Diamond,"Violin Concerto in B minor, Op 61",I Dreamed A Dream,The Beatles,Joseph Canteloube,Toto,Frank Sinatra,"Orchestra of the Eighteenth Century, Ludwig van Beethoven & Frans Brüggen",Pink Floyd,Edward Elgar,Patti LuPone,None,None,None,None,None,None,None,Les Miserables Original Cast. ,"
Michael Parkinson's castaway is broadcaster Frank Bough.

Show more

", ,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,fb144a8f-99fc-4227-9ed1-5bbb54013484,aab5c954-cabe-432e-899e-1c4f99757327,197450cd-0124-4164-b723-3c22dd16494d,818b4526-69e0-4ce8-96ff-4586af1ef1f4,83d91898-7763-47d7-b03b-b92132375c47,4e60a56a-514a-4a19-a3cc-49927c96b3cb,508963b8-c4d4-489f-a03a-26e323cb0cf9, ,0,"https://www.bbc.co.uk/programmes/p009mlmn
"
0,Frank Bruno,Sun 12 Dec 1993,Robinson Crusoe - Daniel Defoe,Picture of the family,Just The Lonely Talking Again,One Love / People Get Ready,"When the Going Gets Tough, the Tough Get Going",Tell Laura I Love Her,Sexual Healing,Driving Home For Christmas,Always & Forever,Wonderful World,Whitney Houston,Bob Marley & The Wailers,Billy Ocean,Ricky Valance,Marvin Gaye,Chris Rea,Heatwave,Dennis Brown,Whitney. ,Songs Of Freedom. ,Soundtrack - Jewel Of The Nile. ,Hits Of The 60s. ,Marvin Gaye And Smokey Robinson Love Songs. ,The Hits 9 Album. ,Friends And Lovers. ,Rare Grooves Reggae And Rhythm And Blues. ,"
Sue Lawley's castaway is boxer Frank Bruno.

Show more

", ,0307edfc-437c-4b48-8700-80680e66a228,c296e10c-110a-4103-9e77-47bfebb7fb2e,0e422e91-a42a-4b4d-8413-9baff67350f2,bfa837a6-4373-4024-b608-c2c8944fc6ae,afdb7919-059d-43c1-b668-ba1d265e7e42,c707b37e-cb5c-4694-be4d-46beefcb2475,ce809639-0e34-40c4-86c9-90a162cb3d46,24c0aaf3-4ac2-4f9a-9ce6-a1545a96f017, ,0,"https://www.bbc.co.uk/programmes/p0093wvb
"
0,Frank Chacksfield,Mon 19 Feb 1962,The Pickwick Papers - Charles Dickens,Cine camera,"Toccata and Fugue in D minor, BWV 565",The Things We Did Last Summer,Clair de Lune,I Raised My Hat,'Papagena!' from The Magic Flute,I'm Gonna Sit Right Down And Write Myself A Letter,Sous les toits de Paris,Ebb Tide,"Johann Sebastian Bach, The Philadelphia Orchestra & Leopold Stokowski",Frank Sinatra,Claude Debussy,Ben Fields and his Band,Wolfgang Amadeus Mozart,Fats Waller and His Rhythm,Orchestre de Danse Alexander,Frank Chacksfield & His Orchestra,None,None,None,None,None,None,None,None,"
Roy Plomley's castaway is conductor Frank Chacksfield.
Favourite track: Clair de Lune by Claude DebussyBook: The Pickwick Papers by Charles DickensLuxury: Cine camera
", ,24f1766e-9635-4d58-a4d4-9413f9f98a4c,197450cd-0124-4164-b723-3c22dd16494d,be50643c-0377-4968-b48c-47e06b2e2a3b,,b972f589-fb0e-474e-b64a-803b0364fa75,dee95bdd-55a3-48af-8735-1c61baee5089,,d429ea08-b65a-45b4-a388-69f994684dcb, ,0,"https://www.bbc.co.uk/programmes/p009y66d
"
0,Frank Cottrell-Boyce,Fri 26 Mar 2010,The Voyage of the Beagle - Charles Darwin,A ferris wheel,"Miserere mei, Deus",Noggin the Nog,My Perfect Cousin,In a Big Country,The Story of John the Baptist.,Golden Years,Butterfly,God Only Knows,Harry Christophers with the Sixteen.,Oliver Postgate narrating – music by Vernon Elliott,The Undertones,Big Country,Children (recorded in Dublin in the 1960’s),David Bowie,The Bothy Band,The Beach Boys,Allegri-Miserere: The Sixteen/Harry Christophers. ,Noggin the Nod. ,The Greatest Hits of 1980. ,The Collection/Big Country. ,Give Up Yer Aul Sins. ,Fame and Fashion (all time greatest hits). ,1975/Bothy Band. ,Pet Sounds. ,"
Kirsty Young's castaway is the writer Frank Cottrell Boyce.

Show more

", ,,,d188e4cd-d187-4df2-8516-6ff8dfd3735c,b4013ff1-d7ce-4b1a-af6e-e0b19ca7f378,,5441c29d-3602-4898-b1a1-b77fa23b8e50,e286a02a-eeb2-4dce-b7bf-f05feebd52ae,ebfc1398-8d96-47e3-82c3-f782abcdb13d, ,0,"https://www.bbc.co.uk/programmes/b00rd4ds
"
0,Frank Gardner,Fri 7 Oct 2005,A Passage to India - E.M Forster,A solar-powered buggy,Skater's Waltz,Concerto for Oboe & String Orchestra,Pure Shores,The James Bond Theme,Habbeytak,Concerto No. 2 - 3rd movement,I Try,Cumbia del Monte,Émile Waldteufel,Marcia Ball,All Saints,John Barry,Fairuz,Johann Sebastian Bach,Macy Gray,Pedro Laza y Sus Pelayeros,Famous Waltzes. ,Five Orchestral Pieces. ,Pure Shores. ,Best of Bond. ,Immortal Songs: Fairuz. ,Brandeburg Concertos. ,Very Best of Macy Gray. ,Cumbia Cumbia 2. ,"
Sue Lawley's castaway is BBC Security correspondent Frank Gardner.

Show more

", ,d3d25e43-a453-4caf-a382-a75732ec02a6,475eabb3-1ccd-4fda-944e-4dd6ca1d9e99,a371601f-c184-4683-806d-2eb35e88f0d7,661e20c8-3d82-4da2-94a2-97d9e11691c0,338bbb53-5b96-447a-9444-8906844a0790,24f1766e-9635-4d58-a4d4-9413f9f98a4c,48772747-4cda-4ba8-b470-cfd5a32e05f7,8ddbd830-f22d-469b-9dbc-27e2d0c37c0f, ,0,"https://www.bbc.co.uk/programmes/p00935dk
"
0,Frank Gillard,Mon 16 Feb 1970,A naturalist's guide,Set of lenses,Michael Row The Boat Ashore,Bach goes to Town (feat. Templeton),String Quartet in F major,Let Us Take The Road (from The Beggar's Opera),Concerto for Orchestra,Fantasia on a theme by Thomas Tallis,Symphonie fantastique Op.14,Rule Britannia,The George Mitchell Minstrels,George Malcolm & Templeton,Maurice Ravel,William McAlpine,Roberto Gerhard,"Britten Sinfonia, Ralph Vaughan Williams & Nicholas Cleobury","Hector Berlioz, Robin Ticciati & Scottish Chamber Orchestra",Royal Choral Society,None,None,None,None,None,None,None,None,"
Roy Plomley's castaway is BBC war correspondent Frank Gillard.
Favourite track: Concerto For Orchestra by Roberto GerhardBook: A naturalist's guideLuxury: Set of lenses
", ,ead4e00e-95bd-4a09-9d5d-0219a2086696,b2b0e5dc-c960-4b2b-b9c6-caac0e546456,6fdd3b3e-1ea6-4da9-8d6f-8f8de01c133a,,99ac9dd1-4c4a-4869-bd1e-d53fa883d807,4f3b96ed-f1f1-4a68-be73-0e0657837096,274774a7-1cde-486a-bc3d-375ec54d552d,ac90c2a7-922f-4fc5-a51d-9460eb4d9df2, ,0,"https://www.bbc.co.uk/programmes/p009nftv
"
